Loan ID,Status,Year,Country,Borrower,Lender,Finance Type,USD (M),Interest Rate,Libor Rate,Grace Period,Term,Purpose,Sector,Contractor,Resource Security,Narratives
"ZA.004.05","Implementation",2019,"South Africa","Transnet SOC Ltd (Transnet) (SOE)","CDB","MFA-sub",317,,,4.5,"15","Transnet Locomotive Purchases - 2019 Disbursement","Transport",,,"NARRATIVE: In 2019; Transnet; a South African state-owned enterprise; received disbursements of US$317 million (1) from a US$2.5 billion Master Facility Agreement signed by Transnet and China Development Bank (CDB) in 2015 (2). The loan went toward the purchase of 232 diesel and 359 electric locomotives from China North Railway (CNR) and China South Railway (CSR) respectively (2). Transnet is currently attempting to have the High Court of South Africa set aside the contracts with CNR and CSR due to irregularities in the tendering process (3) and a press report suggests that the two companies have collectively supplied only 282 of the promised 591 locomotives (4).
 
In December 2014; Jacob Zuma; President of South Africa; and Xi Jinping; President of the People’s Republic of China; signed a US$5 billion Memorandum of Understanding; which included a pledge that CDB would provide a US$2.5 billion loan facility to Transnet for financing the purchase of locomotives from CNR and CSR (5). On June 4; 2015; Siyabonga Gama; Acting Group Chief Executive of Transnet; and Li Gang; Vice president of CDB; signed the US$2.5 billion Master Facility Agreement (2). The signing ceremony; held on the sidelines of the World Economic Forum; was attended by Public Enterprises Minister of South Africa; Lynne Brown (2). The loan has a term of 15 years and a grace period of 4.5 years (6)(7).
 
In 2013; Transnet began its Market Demand Strategy (MDS); a R337 billion (US$24.6 billion) investment program that included a plan to expand its fleet by 1064 locomotives (5). In 2014; Transnet awarded contracts for the building of these 1064 locomotives to CNR; CSR; Bombardier Transportation; and General Electric Technologies (8). The Master Facility Agreement with CDB; signed in 2015; was intended to provide approximately 60% of the funding necessary for the overall purchasing program and be used specifically to acquire 232 diesel and 359 electric locomotives from CNR and CSR respectively (2). That same year; Transnet also secured additional financing for its purchasing program from Export Development Canada (US$555 million); Kreditanstalt für Wiederaufbau (US$219 million); a US Eximbank guaranteed loan (US$476 million) financed by Absa; Standard Bank and Old Mutual Specialised Finance; as well as a club loan (US$952 million) provided by Absa; Nedbank; Bank of China; Futuregrowth Asset Managers; and Old Mutual Specialised Finance (8). On the day of the loan signing with CDB Transnet reported that they would be drawing the first US$1.5 billion tranche of the loan over the next four years (2).
 
Transnet’s annual financial statements report from 2019 indicates that Transnet received US$317 million in disbursements from CDB that year (1). In 2021; Transnet asked the High Court of South Africa to review and set aside the procurement contracts for the 1064 locomotives it had planned to acquire from CNR; CSR; Bombardier; and General Electric. Transnet claimed that the previous management and board of Transnet had failed to adhere to the minimum standards for fair; equitable; and competitive procurement processes (3). Press reports from that same year suggest that CSR had delivered 260 of the 359 locomotives it had promised; while CNR; contracted for 232 locomotives; had delivered 22 (4). As of 2020; only US$1.2 billion of the first US$1.5 billion tranche had been disbursed.
 
1.Transnet https://www.transnet.net/InvestorRelations/AR2019/Transnet%20AFS%202019.pdf
2.Transnet2
http://www.transnet.net/PressOffice/Press%20Office%20Release/Transnet%20bags%20R30%20billion%20funding%20for%20locomotives.pdf
3.Transnet3 https://www.transnet.net/Media/Press%20Release%20Office/TRANSNET%20LAUNCHES%20REVIEW%20APPLICATION%20ON%201064%20CONTRACT.pdf
4.Sowetan https://www.sowetanlive.co.za/news/south-africa/2021-03-09-transnet-wants-court-to-set-aside-r54bn-contract-for-1064-locomotives/
5.DPE http://www.dpe.gov.za/newsroom/Pages/Speech-by-the-Minister-of-Public-Enterprises;-Ms--Lynne-Brown-at-the-China-Development-Bank-Loan-Announcement.aspx
6.Bloomberg http://www.bloomberg.com/news/articles/2015-06-04/transnet-agrees-to-2-5-billion-loan-from-china-development-bank
7.IOL https://www.iol.co.za/business-report/companies/transnet-loan-will-fund-expansion-plan-1867879
8.ICAfrica https://www.icafrica.org/fileadmin/documents/Annual_Reports/ICA_2015_annual_report.pdf
"
"ZA.005","Completed",2016,"South Africa","Electricity Supply Commission (ESKOM) (SOE)","CDB","Loan",500,,,,,"Infrastructure Construction; including Kusile and Medupi power stations","Power",,,"NARRATIVE: In 2016; Eskom; a South African state-owned enterprise; signed a loan agreement worth US$500 million with China Development Bank (CDB) for the purpose of securing funding for the financial year 2016/2017 (1) and infrastructure construction (2). Eskom’s annual financial statements report for the financial year 2016/2017 shows that the full loan amount was disbursed that year (3).
 
At the FOCAC summit in December 2015; co-chaired by Jacob Zuma; President of South Africa; and Xi Jinping; President of the People’s Republic of China; China and South Africa signed 26 agreements; including a Memorandum of Understanding between Eskom and CDB that signaled their willingness to conclude a US$500 million loan agreement to support Eskom’s construction of infrastructure (2). On October 3; 2016; Eskom Group Chief; Brian Molefe; signed the US$500 million loan agreement with CDB (1).
 
An Eskom press release from October 2016 indicated that the CDB loan had increased Eskom’s funding for the financial year 2016/2017 to R51 billion (US$3.7 billion); 75% of Eskom’s R69 billion (US$5 billion) funding requirement for that year (1). The same press release stated that the CDB loans would go toward Eskom’s capital expenditure program and Molefe; in his speech at the signing ceremony; alluded to the projects at Kusile and Medupi (1). 
  
1.Eskom http://webcache.googleusercontent.com/search?q=cache:54-gzY5V9ZcJ:www.eskom.co.za/news/Pages/Oct4.aspx+&cd=1&hl=en&ct=clnk&gl=us&lr=lang_en%7Clang_zh-TW
2.IOL http://beta.iol.co.za/business/news/list-of-deals-signed-by-sa-and-china-1954370
3.Eskom2 https://www.eskom.co.za/IR2017/Pages/default.aspx
"
"ZA.016","Implementation",2016,"South Africa","Transnet SOC Ltd (Transnet) (SOE)","BoC","CommL",219,,,,,"Transnet Club Loan - Bank of China 2016","Transport",,,"NARRATIVE: In 2015; Transnet; a South African state-owned enterprise; signed a commercial loan agreement worth R3000 million (US$219 million) with Bank of China (BoC) (1) for financing the procurement of 1064 locomotives. BoC disbursed the entire amount to Transnet in 2016 (2); but the locomotive procurement program itself is on hold until the High Court of South Africa decides whether or not to grant Transnet’s request to set aside the procurement contracts (3).
 
The BoC loan was part of a R12000 million (US$876 million) club loan that Transnet took out in order to procure 1064 locomotives and includes contributions from Absa (US$219 million); Nedbank (US$219 million); Futuregrowth Asset Managers (US$110 million); and Old Mutual Specialised Finance (US$110 million) in addition to BoC’s R3000M (US$219 million) (4). Transnet signed separate loan agreements with every individual participant in the club loan; but the individual agreements included the same “commercial terms” (4).
 
In 2013; Transnet initiated its Market Demand Strategy (MDS); a R337 billion (US$24.6 billion) investment program that included a plan to expand its fleet by 1064 locomotives (5). It awarded contracts for the locomotives’ construction to China North Railway (CNR); China South Railway (CSR); Bombardier Transportation; and General Electric Technologies (GE) in 2014 (4). In 2015; the same year that Transnet signed the loan agreements with the participants in the club loan; Transnet acquired additional funding for its procurement program from China Development Bank (CDB); Export Development Canada; Kreditanstalt für Wiederaufbau (KfW); and US Eximbank (4).
 
Progress on the program associated with the loan; however; has been slow. A press report from March 2021 alleged that CSR; CNR; and Bombardier Transportation had all failed to deliver the number of locomotives they had been contracted for within the agreed timeframe (6). Also in 2021; Transnet asked the High Court of South Africa to review and set aside the procurement contracts for the 1064 locomotives it had planned to acquire from CNR; CSR; Bombardier; and General Electric. Transnet claimed that the previous management and board of Transnet had failed to adhere to the minimum standards for fair; equitable; and competitive procurement processes (3).
 
1.Bloomberg https://www.bloomberg.com/news/articles/2015-11-23/transnet-agrees-to-853-million-of-loans-to-fund-expansion-plan
2.Transnet http://www.transnet.net/InvestorRelations/AR2016/2016/downloads/TRANSNET-AFS-2016.pdf
3.Transnet2 https://www.transnet.net/Media/Press%20Release%20Office/TRANSNET%20LAUNCHES%20REVIEW%20APPLICATION%20ON%201064%20CONTRACT.pdf
4.ICAfrica https://www.icafrica.org/fileadmin/documents/Annual_Reports/ICA_2015_annual_report.pdf
5.ZAGov https://www.gov.za/speeches/speech-minister-public-enterprises-ms-lynne-brown-china-development-bank-loan-announcement
6.Sowetan https://www.sowetanlive.co.za/news/south-africa/2021-03-09-transnet-wants-court-to-set-aside-r54bn-contract-for-1064-locomotives/"
"ZA.019.02","Implementation",2018,"South Africa","Electricity Supply Commission (ESKOM) (SOE)","CDB","MFA-sub",900,,,,,"Medupi Coal Power Plant expansion (6X794=4800MW) Tranche A","Power",,,"NARRATIVE: In 2018; Eskom; a South African state-owned enterprise; received a US$900 million disbursement (1) from a US$1.5 billion Master Facility Agreement that Eskom had signed with China Development Bank (CDB) on July 6; 2017 for the purpose of financing the construction of the Medupi power station (2). With construction contracts for Medupi awarded in 2007 to Hitachi (Japan) and Alstom (France); among others; construction was already underway when Eskom signed the Master Facility Agreement with CDB (3) and construction is still ongoing as of June 2021 (4).
 
The construction of Medupi was part of a modernization effort by Eskom; which had been forced to cut power to consumers due to insufficient supply (5). Medupi was conceived as the largest dry-cooled; coal-fired power station in the world and; once complete; its six units are expected to add 4800MW to South Africa’s grid (5). In addition to the US$1.5 billion Master Facility Agreement with CDB; Eskom is reported to have received additional funding for Medupi from the African Development Bank (AfDB) and the World Bank (3). WSP Global; a contractor providing engineering and project management support to Eskom; values the project at R135 billion (US$9.6 billion) (4). Contracts for the construction of Medupi were awarded to Hitachi and Alstrom; as well as a number of other contractors; beginning in 2007 (3).
 
Numerous estimated completion dates for the power station have come and gone. Construction of Medupi; already over budget and behind schedule when Eskom and CDB signed the Master Facility Agreement in 2017 (5); is still ongoing according to contractor WSP Global (4).
 
1.Eskom https://www.eskom.co.za/IR2018/Pages/default.aspx
2.Eskom2 https://www.eskom.co.za/news/Pages/Jull6B.aspx
3.PowerTech https://www.power-technology.com/projects/medupi-power/
4.WSP https://www.wsp.com/en-ZA/projects/medupi-power-station
5.Reuters https://www.reuters.com/article/us-safrica-eskom-idUSKBN19R138"
"ZA.019.03","Implementation",2019,"South Africa","Electricity Supply Commission (ESKOM) (SOE)","CDB","MFA-sub",600,,,,,"Medupi Coal Power Plant expansion (6X794=4800MW) Tranche B","Power",,,"NARRATIVE: In 2019; Eskom; a South African state-owned enterprise; received a US$600 million disbursement (1) from a US$1.5 billion Master Facility Agreement that Eskom had signed with China Development Bank (CDB)  on July 6; 2017 for the purpose of financing the construction of the Medupi power station (2). With construction contracts for Medupi awarded in 2007 to Hitachi (Japan) and Alstom (France); among others; construction was already underway when Eskom signed the Master Facility Agreement with CDB (3) and construction is still ongoing as of June 2021 (4).
 
The construction of Medupi was part of a modernization effort by Eskom; which had been forced to cut power to consumers due to insufficient supply (5). Medupi was conceived as the largest dry-cooled; coal-fired power station in the world and; once complete; its six units are expected to add 4800MW to South Africa’s grid (5). In addition to the US$1.5 billion Master Facility Agreement with CDB; Eskom is reported to have received additional funding for Medupi from the African Development Bank (AfDB) and the World Bank (3). WSP Global; a contractor providing engineering and project management support to Eskom; values the project at R135 billion (US$9.6 billion) (4). Contracts for the construction of Medupi were awarded to Hitachi and Alstrom; as well as a number of other contractors; beginning in 2007 (3).
 
Numerous estimated completion dates for the power station have come and gone. Construction of Medupi; already over budget and behind schedule when Eskom and CDB signed the Master Facility Agreement in 2017 (5); is still ongoing according to contractor WSP Global (4).
 
1.Eskom https://www.eskom.co.za/IR2019/Pages/default.aspx
2.Eskom2 https://www.eskom.co.za/news/Pages/Jull6B.aspx
3.PowerTech https://www.power-technology.com/projects/medupi-power/
4.WSP https://www.wsp.com/en-ZA/projects/medupi-power-station
5.Reuters https://www.reuters.com/article/us-safrica-eskom-idUSKBN19R138
 
"
"ZA.025","Completed",2001,"South Africa","South African Reserve Bank (SARB) (SOE)","CCB","CommL",36,,"LIBOR/EURIBOR + 85bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - CCB","Budget",,,
"ZA.026","Completed",2002,"South Africa","South African Reserve Bank (SARB) (SOE)","CCB","CommL",27,,"LIBOR/EURIBOR + 70bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - CCB","Budget",,,
"ZA.027","Completed",2002,"South Africa","South African Reserve Bank (SARB) (SOE)","CCB","CommL",27,,"LIBOR/EURIBOR + 90bps",,"5","5-Year Syndicated Term Loan to support foreign currency position - CCB","Budget",,,
"ZA.028","Completed",2002,"South Africa","South African Reserve Bank (SARB) (SOE)","BoC","CommL",10,,"LIBOR/EURIBOR + 70bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - BoC","Budget",,,
"ZA.029","Completed",2002,"South Africa","South African Reserve Bank (SARB) (SOE)","BoC","CommL",10,,"LIBOR/EURIBOR + 90bps",,"5","5-Year Syndicated Term Loan to support foreign currency position - BoC","Budget",,,
"ZA.030","Completed",2003,"South Africa","South African Reserve Bank (SARB) (SOE)","CCB","CommL",26,,"LIBOR/EURIBOR + 67.5bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - CCB","Budget",,,
"ZA.031","Completed",2003,"South Africa","South African Reserve Bank (SARB) (SOE)","BoC","CommL",26,,"LIBOR/EURIBOR + 67.5bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - BoC","Budget",,,
"ZA.032","Completed",2004,"South Africa","South African Reserve Bank (SARB) (SOE)","CCB","CommL",31,,"LIBOR/EURIBOR + 47.5bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - CCB","Budget",,,
"ZA.033","Completed",2004,"South Africa","South African Reserve Bank (SARB) (SOE)","BoC","CommL",11,,"LIBOR/EURIBOR + 47.5bps",,"3","3-Year Syndicated Term Loan to support foreign currency position - BoC","Budget",,,
"ZA.034","Completed",2005,"South Africa","South African Reserve Bank (SARB) (SOE)","BoC","CommL",12,,"LIBOR/EURIBOR + 30bps",,"5","5-Year Syndicated Term Loan to support foreign currency position and repay previous loans - BoC","Budget",,,
"ZA.035","Completed",2005,"South Africa","South African Reserve Bank (SARB) (SOE)","BoC","CommL",12,,"LIBOR/EURIBOR + 22.5bps",,"3","3-Year Syndicated Term Loan to support foreign currency position and repay previous loans - BoC","Budget",,,
"ZA.036.02","Implementation",2019,"South Africa","Electricity Supply Commission (ESKOM) (SOE)","CDB","MFA-sub",50,,,,"15","Kusile Power Station and other Eskom Infrastructure; Tranche A","Power",,,
"ZA.037","Signed",2019,"South Africa","Transnet SOC Ltd (Transnet) (SOE)","ICBC","CommL",271,,"Floating",,"5.5","Financing capital expenditures and operating activities","Transport",,,"NARRATIVE: In 2018; Transnet; a South African state-owned enterprise; signed a US$ 271 million loan agreement with the Industrial and Commercial Bank of China (1) for the purpose of securing short-term liquidity (2). 
 
The loan has a term of 5.5 years (2). Intended as a means for securing short-term liquidity; the loan was to be used for capital expenditures and general operating activities (2)(4). The agreement between Transnet and ICBC was one of 14 different agreements between South African and Chinese actors; signed during Chinese President Xi Jinping’s visit to South Africa in 2018 (1).
 
Transnet’s annual financial statements report from 2019 shows that Transnet received a disbursement of the full loan; R3800 million (US$271 million); from ICBC that year (1).
 
1.AfCham https://afcham-china.org/tag/loans/
2.Reuters https://www.reuters.com/article/us-safrica-china-transnet/chinas-icbc-gives-south-africas-transnet-300-million-loan-during-xi-visit-idUSKBN1KE1Z8
3.Transnet https://www.transnet.net/InvestorRelations/AR2019/Transnet%20AFS%202019.pdf
4.IAfrica https://www.iafrica.com/ramaphosa-lifts-veil-on-china-loan-conditions/
 
"
"BJ.001","Completed",2000,"Benin","Caisse Autonome d'Amortissement","Eximbank","CL",9,"3",,5,"15","Benin Textile Company JV","Industry","China Textile Industrial Corporation for Foreign Economic and Technical Cooperation (CTEXIS)",,
"BJ.002","Completed",2001,"Benin","Government","CIDCA","ZIL",16,"0",,,,"Cotonou Conference Center","Other social","China State Construction Engineering Corporation (CSCEC)",,
"BJ.003","Completed",2010,"Benin","Government","Eximbank","CL",32,"2",,5,"20","Cotonou Administrative Towers","Government","Anhui Foreign Economic Construction Group (AFECC)",,
"BJ.004","Implementation",2016,"Benin","Government","Eximbank","CL",270,,,7,"20","Adjarala Hydropower Project 147MW (Benin Loan)","Power","Sinohydro Ltd.",,"NARRATIVE: On December 18; 2015; China’s Eximbank agreed to provide Benin a 138 billion CFAF (equivalent to USD229 million) credit facility for the Beninese side of financing the 147MW Adjarala Hydroelectric Dam for a maturity term of 20 years with a 7-year grace period (1). The loan agreement between the China Eximbank and Benin was then signed on July 12; 2016 and ratified by the Beninese National Assembly on December 6; 2016 (2). In the passed version of the loan agreement on the Adjarala dam; the Eximbank will provide Benin a $270 million credit facility; consisting of a $59 million concessional loan and a $211 preferential buyer’s credit (3; 6). The dam is located between the borders of Benin and Togo along the Mono river. (3) The total cost of the dam was estimated to be about 266 billion CFA (equivalent to USD550 million). (4) However; due to its mounting debt pressure; the Togo government has not successfully mobilized its portion of the financing for the Adjarala Dam (4; 5). In 2017; the construction of the Adjarala dam was suspended due to a lack of a basin-wide environmental impact assessment (7).

Sinohydro is the main contractor. The construction contract was signed between Sinohydro and the Communauté Electrique du Bénin (CEB); an international organisation co-owned by the governments of Bénin and Togo. The construction started on December 26; 2015 and was planned to be finished within 50 months (8). The construction progress has been slowed due to the lack of finance; as many workers have been fired (9). 

Togo and Benin decided to build a shared dam in 1988 and have sought financing from multilateral financial institutions such as the World Bank; the ADB; the AFD; and the IDB. But international financial institutions and the U.S. Congress rejected financing large-scale hydroelectric projects due to a lack of funds to mitigate the dam’s environmental and social impacts (5; 6; 10). 

[1]https://ise-prodnr-eu-west-1-data-integration.s3-eu-west-1.amazonaws.com/legacy/Prospectus+-+Standalone_b52e2a2b-f5bf-45be-a1c5-90e4da934183.PDF
[2]https://24haubenin.info/?Vers-la-ratification-d-une-serie-d-accord-de-credits-pour-ameliorer-la
[3]https://www.ecofinagency.com/electricity/1011-35801-china-to-lend-benin-270-million-to-develop-adjarala-hydropower-dam
[4] http://www.xinhuanet.com/world/2015-12/27/c_1117592214.htm
[5]https://web.archive.org/web/20190712061244/http://www.ecowapp.org/sites/default/files/volume_5.pdf
[6]https://www.financialafrik.com/2017/09/28/togo-benin-les-enjeux-du-barrage-controverse-dadjarala/#.WfC3DEzMzq0
[7] http://www.paukphaw.cn/index.php?m=article&f=view&id=2284
[8]http://bj.chineseembassy.org/chn/zbgx/t1329177.htm
[9]https://thediscourse.ca/energy/will-massive-dam-solve-togo-benins-energy-crisis
[10]https://documents1.worldbank.org/curated/en/775401468778534848/text/multi-page.txt
"
"BJ.005","Signed",2006,"Benin","Government","CIDCA","ZIL",4,"0",,,,"Unknown","Unallocated",,,
"BJ.006","Signed",2013,"Benin","Government","CIDCA","ZIL",25,"0",,,,"Unknown ("Continuation of Preexisting Projects")","Unallocated",,,
"BJ.010","Implementation",2013,"Benin","Government","Eximbank","CL",132,"1",,7,"20","Akassato-Bohicon Road Lot 3; 72.1km ","Transport","China Xinxing Group",,"NARRATIVE: On August 23; 2013; the Government of Benin; represented by the Ministry of Economy and Finance; signed an 800 million RMB (~US$132 million) concessional loan agreement with China Eximbank. The loan was for financing the rehabilitation of the 72.1km Akassato-Bohicon Road in Benin. The project was completed on September 29; 2016.
 
In October 2012; the governments of China and Benin signed a framework agreement for the Akassato-Bohicon road rehabilitation project. On August 23; 2013; the Beninese Minister of Economy and Finance; Jonas Aliou Gbian; and the Chinese Ambassador of China to Benin; Tao Weiguang (on behalf of China Eximbank) [1] signed a concessional loan agreement for 800 million RMB to finance the 3rd portion (lot) of this project. This loan has a 1% interest rate; 0.25% commitment fee; 20-year maturity period; 7-year grace period; and 13-year repayment period [2]. Xinxing Corporation; the contractor and supplier; entered into a Commercial Contract with the Benin Ministry of Public Works and Transport on March 5; 2013 to implement this project [3]. The project is part of a regional objective to upgrade key transport infrastructure projects and improve existing road networks in the ECOWAS (Economic Community of West African States). The project includes 5 components: 1) technical studies for the road; 2) removal of old infrastructure that is to be upgraded and setting up newer infrastructures for the roadways; 3) conducting social and environmental management measures to assess environmental and social impacts of the project; 4) control and surveillance and monitoring of the road; 5) institutional support including training personnel; human resources; and computer materials. 
 
This loan represents the 3rd portion (lot) of the overall project. The 1st lot was a grant worth 92.6 million RMB form the Chinese government which was for reconstructing the first 4km of the Akassoto-Bohicon road (Akassato-Glo Gbtégbodji section). Lot 2 was in the form of a zero-interest loan also by the Chinese government worth 503.1 million RMB for the Gto Gbtégbodji-Atlada section of the road. Lot 3 represents the Atlada-Bohicon section of the road and this loan is to finance this part [4].
 
According to a working paper from the London School of Economics (LSE); Lot 3 was particularly controversial because the Chinese company refused to appoint an independent control bureau and threatened to withdraw the loan if a Chinese bureau was not appointed. The project employed few local materials and workers and was affected by delays caused by strikes from local workers over poor working conditions. [5]
 
As of 2018; the project implementation is expected to take about 8 months starting in May 2018. The date of completion was supposed to be January 2019; however no sources have confirmed full completion so the project is still in implementation [6].
 
Sources:
 
[1] MOFCOM - http://bj.mofcom.gov.cn/article/todayheader/201309/20130900288633.shtml
[2] Concessional Loan Agreement; 2013 (PDF in OneDrive
[3] Concessional Loan Agreement; 2013 (PDF in OneDrive)
[4] Ibid; pg 2.
[5] LSE - http://www.lse.ac.uk/international-relations/assets/documents/global-south-unit/WPS2.pdf
[6] Benin Revele Magazine - https://www.beninrevele.com/wp-content/uploads/2018/05/B%C3%A9nin-R%C3%A9v%C3%A9l%C3%A9-004-HS-1.pdf"
"BJ.012","Implementation",2015,"Benin","Government","Eximbank","Loan",80,"2",,7,"20","Nation's telecommunications/broadband Infrastructure project for fiber optics and 4G - PDI2T","ICT","Huawei Technologies Co.; Ltd.",,
"BJ.013","Completed",2013,"Benin","Government","CIDCA","ZIL",63,"0",,,,"Akassato-Bohicon Road Lot 2; 72.1km","Transport","Chongqing International Construction Corporation (CICO)",,
"BJ.014","Completed",2013,"Benin","Government","CIDCA","ZIL",23,"0",,,,"Akassato-Bohicon Road Lot 1; 72.1km","Transport","China Geo-Engineering Corporation (CGC)",,
"BJ.015","Implementation",2017,"Benin","Government","Eximbank","Loan",93,"2",,7,"20","Collines Province; Drinking Water Supply","Water","Power Construction Corporation of China (PowerChina); China Geo-Engineering Corporation (CGC)",,
"BF.002","Implementation",2019,"Burkina Faso","Government","BoC","CommL",77,,,,,"National Backbone Project","ICT","Huawei Technologies Co.; Ltd.",,
"CI.001","Completed",2001,"Cote d'Ivoire","Société d’Etat pour le Développement Minier de Côte d’Ivoire (SODEMI) (SOE)","Eximbank","Loan",1,"3",,5,"15","Zeregbo Gold Mining Development","Mining",,,
"CI.002","Signed",2005,"Cote d'Ivoire","Government","CIDCA","ZIL",2,"0",,,,"Unknown ("Accelerate Peace Process")","Unallocated",,,
"CI.003","Signed",2006,"Cote d'Ivoire","Government","CIDCA","ZIL",2,"0",,,,"Unknown ("Joint Cooperation Projects")","Unallocated",,,
"CI.005","Completed",2007,"Cote d'Ivoire","Government","Eximbank","PEBC",30,,,,,"Grand Bassam E-government Data Center","ICT","Huawei Technologies Co.; Ltd.",,
"CI.006","Signed",2009,"Cote d'Ivoire","Government","CIDCA","ZIL",4,"0",,,,"Unknown","Unallocated",,,
"CI.007","Completed",2012,"Cote d'Ivoire","Government","Eximbank","PEBC",115,"2",,,"20","Abidjan-Grand Bassam Highway; 42km ","Transport","China Machinery Engineering Corporation (CMEC)",,"NARRATIVE: On October 5; 2011; the China Exim bank offered a $114 million loan of preferential buyers’ credit to the Ivory Coast government at two percent interest over 20 years to finance the Abidan-Grand-Bassam road (1; 2).   

The project was aimed at developing the tourist sector along Ivory Coast's south coast and helping ease congestion in Abidjan.(1) The opening ceremony was held on August 4; 2012 (2; 3). Out of the total cost of 62 billion FCFA; China provided 52.7 billion FCFA (4). The Chinese company China Machinery Engineering Corporation (CMEC) was the main contractor.  The first phase of the project was completed on April 7; 2015; and all lines were completed on September 14; 2015  (5). 

The 42-km toll road has 2X3 lanes. The entire project includes constructing 28-km new roads and rehabilitating 14-km old roads. The completion of the construction was delayed for 12 months due to the resettlement of local residents. (6)

(1) https://www.reuters.com/article/ozabs-ivorycoast-exim-20111003-idAFJOE7920JF20111003
(2) http://ci.mofcom.gov.cn/article/jmxw/201208/20120808269128.shtml
(3) https://news.abidjan.net/h/438459.html
(4) http://www.gouv.ci/_actualite-article.php?d=5&recordID=2660&p=5(5) 
(5) https://news.abidjan.net/h/563890.html
(6) http://www.sinomach.com.cn/xwzx/zgsdt/2015_zgsdt/201510/t20151008_65262.html
"
"CI.008","Completed",2012,"Cote d'Ivoire","Government","Eximbank","CL",97,,,,,"Abidjan Bonoua Water Supply Phase I","Water","China Geo-Engineering Corporation (CGC)",,
"CI.009","Completed",2013,"Cote d'Ivoire","Government","Eximbank","Loan",500,"2",,9,"20","Soubre Hydropower Project 275MW","Power","Sinohydro Ltd.",,"NARRATIVE:  In January 2013; the government of Cote d’Ivoire signed a US$500 million loan agreement with China Eximbank to finance the construction of the Soubre Dam. Sinohydro completed construction in 2017; making this the country’s largest hydropower project to date with a generation capacity of 275 MW. 

The total cost of the project was $571 million USD; of which 85% was financed by China’s EXIM Bank and 15% by the Cote d’Ivoire government (unclear of exact financiers). EXIM Bank’s loan for this project totaled to about $500 million USD with a 2% interest rate; 20-year term; and a 9-year grace period [1]. The loan agreement was signed on January 9; 2013 by Cote d’Ivoire’s Prime Minister Daniel Kablan Duncan and the Chinese Ambassador to Cote d’Ivoire Zhang Guoqing [2]. Prior to 2013; the project was dormant for several decades due to lack of funding [3].

The project was constructed by China-based Sinohydro Corporation. French company; Tractebel Engineering; was in charge of quality supervision of the dam’s construction [4]. Located at Naoua Falls on the Sassandra river; the dam is 19 meters high and 4.5 km long with 4 turbines. The project also includes a spillway; a mini-hydropower plant; driving turbines with the instream flow; a water intake linked to three penstocks of 8 meters in diameter; an outlet canal of 2.5 km; a motorway bridge; the switchyard and 380 km of 225 HT power line linking the cities of Soubré and Abidjan [5]. The project boosted the country’s power capacity by 10% and is part of the government’s plan to increase the share of hydro resources in its energy mix from 30% to 40% by 2020.

Construction was completed a year ahead of schedule. The hydropower dam was commissioned in March 2017 and officially inaugurated on November 2; 2017 [6] [7]. Attendees of the inauguration ceremony include Cote d’Ivoire President; Cote d’Ivoire’s Prime Minister; Cote d’Ivoire’s Minister for Oil; Energy and Renewables; Ambassador of China; Sinohydro and Eximbank representatives; and other government and business officials [8].

Sources:

[1] Reuters - https://www.reuters.com/article/ivorycoast-china-power/ivory-coast-signs-500-mln-loan-deal-with-chinas-exim-idUSL5E9C9CPS20130109 

[2] China Daily - http://www.chinadaily.com.cn/world/2013-01/10/content_16102966.htm  

[3] Xinhua - http://www.xinhuanet.com/english/2017-11/03/c_136723784.htm 

[4] Construction Review - https://constructionreviewonline.com/2017/11/cote-divoire-inaugurates-us-572m-soubre-hydroelectric-power-station/  

[5] Tractabel Press Release - https://tractebel-engie.com/en/news/2017/soubre-hydroelectric-power-scheme-inaugurated-in-cote-d-ivoire 

[6] Xinhua - http://www.xinhuanet.com/english/2017-11/03/c_136723784.htm 

[7] Prospectus - https://www.tresor.gouv.ci/tres/wp-content/uploads/2018/04/prospectus-eurobond-2018.pdf   

[8] Tractabel Press Release
"
"CI.010","Signed",2013,"Cote d'Ivoire","Government","CIDCA","ZIL",16,"0",,,,"Unknown; Economic Cooperation Agreement for Socioeconomic Infrastructure","Unallocated",,,
"CI.014","Completed",2014,"Cote d'Ivoire","Government","Eximbank","Loan",89,,,,,"Abidjan Bonoua Water Supply Phase II","Water","China Geo-Engineering Corporation (CGC)",,
"CI.015","Completed",2015,"Cote d'Ivoire","Government","CIDCA","ZIL",40,"0",,,,"Ebimpe; Abidjan; d’Ebimpé d’Abobo Anyama Olympic Stadium ","Other social","Beijing Construction Engineering Group (BCEG)",,
"CI.018","Signed",2011,"Cote d'Ivoire","Government","CIDCA","ZIL",7,"0",,,,"Unknown","Unallocated",,,
